code,title
31136,Applications of Social Media and Social Network Analysis
31137,ONTOBRAS
31138,J. Visualization
31139,NeuroImage
31140,FPGA
31141,Appl. Intell.
31142,Complexity
31143,Int. J. Digital Earth
31144,Sig. Proc.: Image Comm.
31145,IEEE Trans. Instrumentation and Measurement
31146,ACSSC
31147,Principles of Modeling
31148,CCHI
31149,CSCWD
31150,ICA3PP (1)
31151,ICCAIS
31152,ICGDA
31153,ICONIP (4)
31154,ICPHM
31155,IGTA
31156,Intelligent Vehicles Symposium
31157,NLPCC (1)
31158,IJCSR
31159,European Journal of Operational Research
31160,Computers & Geosciences
31161,Information & Management
31162,Journal of Computational Chemistry
31163,Operational Research
31164,IEEE Trans. Comput. Intellig. and AI in Games
31165,IEEE ICCI*CC
31166,ACPR
31167,ASICON
31168,CAMSAP
31169,DMBD
31170,ICCCN
31171,OPTICS
31172,ICMLA
31173,ISPA/IUCC
31174,PCM (1)
31175,SenSys
31176,TrustCom/BigDataSE/ICESS
31177,Computer Communications
31178,Decision Support Systems
31179,IJITN
31180,TIIS
31181,J. Cloud Computing
31182,J. Real-Time Image Processing
31183,Numerical Lin. Alg. with Applic.
31184,Rel. Eng. & Sys. Safety
31185,FSDM
31186,HPCA
31187,ISCAS
31188,Monterey Workshop
31189,EduHPC@SC
31190,SIGMETRICS
31191,SYSTOR
31192,CSSP
31193,Journal of Chemical Information and Modeling
31194,Mathematics and Computers in Simulation
31195,IEEE Pervasive Computing
31196,ICICS
31197,ChinaCom
31198,DAC
31199,ICINCO (2)
31200,IEA/AIE
31201,Intelligent Environments (Workshops)
31202,ISGT
31203,ITQM
31204,NEMS
31205,ISC
31206,VCIP
31207,Mobile Cloud Visual Media Computing
31208,IEEE Trans. Multi-Scale Computing Systems
31209,CEC
31210,FCCM
31211,GECCO (Companion)
31212,ICARCV
31213,Computer Architecture Letters
31214,IEEE Comp. Int. Mag.
31215,EURASIP J. Wireless Comm. and Networking
31216,IEEE Trans. Evolutionary Computation
31217,FPL
31218,ICCAD
31219,WCNC
31220,ACALCI
31221,ENASE
31222,ICNCC
31223,ICWE Workshops
31224,IDCS
31225,IoTaaS
31226,WOSC@Middleware
31227,RE Workshops
31228,LNI
31229,SEMANTiCS (Posters Demos SuCCESS)
31230,RMC
31231,Trans. Large-Scale Data- and Knowledge-Centered Systems
31232,RMC@ICWE
31233,Int. J. Hum. Comput. Interaction
31234,KDWeb
31235,LAL@LAK
31236,IEEE/ACM Trans. Audio Speech & Language Processing
31237,SE4COG@ICSE
31238,CitRec@RecSys
31239,CRPIT
31240,Games
31241,Computer Science - R&D
31242,ICANN (2)
31243,MiSE@ICSE
31244,MOBILESoft@ICSE
31245,MEDI
31246,AVR (1)
31247,IFIN/ISEM@INSCI
31248,SEBD
31249,CIG
31250,GALA
31251,GIR
31252,IJBDI
31253,JACIII
31254,APWeb/WAIM (1)
31255,ICDIM
31256,4OR
31257,FAW
31258,NAS
31259,IEEE Journal on Selected Areas in Communications
31260,IWQoS
31261,MICCAI (2)
31262,SAGT
31263,Electronic Colloquium on Computational Complexity (ECCC)
31264,J. Comb. Optim.
31265,Conference on Computational Complexity
31266,COCOON
31267,ICEBE
31268,INFOCOM
31269,LATA
31270,UPINLBS
31271,ICIT
31272,ICVIP
31273,IntelliSys (1)
31274,PCM (2)
31275,ACM TUR-C
31276,AISI
31277,ICVS
31278,ICNP
31279,Computers in Industry
31280,Advanced Engineering Informatics
31281,Concurrent Engineering: R&A
31282,CSOC (3)
31283,HCI (16)
31284,IJWMC
31285,WOCC
31286,IFIP Int. Conf. Digital Forensics
31287,IJMIR
31288,Signal Image and Video Processing
31289,AIVR
31290,MADiMa@IJCAI
31291,VRST
31292,WML@ICDAR
31293,ICIAP Workshops
31294,ACM Multimedia (Thematic Workshops)
31295,ECCV (4)
31296,MADiMa @ ACM Multimedia
31297,PSIVT
31298,SIGGRAPH Asia Mobile Graphics and Interactive Applications
31299,Database
31300,ADCS
31301,SCAI@EMNLP
31302,DLRS@RecSys
31303,JOCCH
31304,BIR@ECIR
31305,LEARNER@ICTIR
31306,Foundations and Trends in Information Retrieval
31307,Synthesis Lectures on Information Concepts Retrieval and Services
31308,ESAIR@CIKM
31309,CLEF
31310,CCIA
31311,MobileHCI Adjunct
31312,Workshops in Computing
31313,TACCESS
31314,SPIRE
31315,Comput. J.
31316,SPS@SIGIR
31317,AIST
31318,ASIST
31319,GbRPR
31320,Studies in Computational Intelligence
31321,The Visual Computer
31322,DAS
31323,ESANN
31324,DATA
31325,IVAPP
31326,ISMIS
31327,RNTI
31328,Adv. Data Analysis and Classification
31329,HistoInformatics@DH
31330,ACM Trans. Database Syst.
31331,WebDB
31332,NUT@EMNLP
31333,COMPLEX NETWORKS (2)
31334,COMPLEX NETWORKS (1)
31335,ICANN (1)
31336,TextGraphs@NAACL-HLT
31337,EACL (2)
31338,NFiS@EMNLP
31339,Fundam. Inform.
31340,CORIA
31341,EMNLP (System Demonstrations)
31342,Datenbank-Spektrum
31343,AKBC@NAACL-HLT
31344,BioNLP@ACL
31345,ICDE Workshops
31346,BioNLP@IJCNLP
31347,ANLP@ACL
31348,Distributed Computing
31349,Theory Comput. Syst.
31350,SPAA
31351,Intell. Data Anal.
31352,IALP
31353,ICIRA (2)
31354,UKCI
31355,WMT
31356,CCL
31357,Eng. Appl. of AI
31358,ICA3PP (Workshops and Symposiums)
31359,NLPCC
31360,Electronic Commerce Research and Applications
31361,BioNLP
31362,Encyclopedia of Machine Learning and Data Mining
31363,Informatica (Slovenia)
31364,The Electronic Library
31365,IEEE Conf. on Intelligent Systems
31366,EEPM@eGOV
31367,Comput. Sci. Inf. Syst.
31368,Computer Speech & Language
31369,VEHITS
31370,ICCSE
31371,MIWAI
31372,Procedia Computer Science
31373,BI
31374,CASA
31375,WI-IAT (3)
31376,EPJ Data Sci.
31377,AMW
31378,Web Intelligence
31379,ISPAN-FCST-ISCC
31380,Multimedia Syst.
31381,Computational Linguistics
31382,NLPCC (2)
31383,NLPCC/ICCPOL
31384,WALCOM
31385,Computing in Science and Engineering
31386,EURASIP J. Image and Video Processing
31387,Front. Comput. Neurosci.
31388,IEEE Trans. on Circuits and Systems
31389,APCC
31390,DASFAA (1)
31391,ICCA
31392,Int. J. Intelligent Transportation Systems Research
31393,J. Inf. Sci. Eng.
31394,JRNAL
31395,Frontiers of IT & EE
31396,IEEE Trans. Engineering Management
31397,BHI
31398,DICTA
31399,IPCCC
31400,ISBI
31401,CIS/RAM
31402,Computational Visual Media
31403,JCM
31404,AsiaSim/SCS AutumnSim (1)
31405,CDC
31406,CinC
31407,IC-NIDC
31408,Micromachines
31409,Pattern Anal. Appl.
31410,IEEE Signal Process. Lett.
31411,HPCA (China)
31412,Pacific Symposium on Biocomputing
31413,SecureComm
31414,UIC/ATC/ScalCom
31415,SOCS
31416,ER
31417,KES
31418,CYBCONF
31419,VISIGRAPP (2: HUCAPP)
31420,ICCS (1)
31421,Peer-to-Peer Networking and Applications
31422,TACO
31423,International Journal of Parallel Programming
31424,Int. J. Web Service Res.
31425,IEEE Trans. Network and Service Management
31426,PACT
31427,ACISP
31428,CGO
31429,CloudNet
31430,DATE
31431,GPC
31432,ICANN (3)
31433,ICPP
31434,PMAM@PPoPP
31435,PPOPP
31436,PRICAI (1)
31437,IJAACS
31438,Information Fusion
31439,Scientific Programming
31440,TOMPECS
31441,T-SUSC
31442,ACISP (2)
31443,ACISP (1)
31444,HCC
31445,ICA3PP
31446,ICS
31447,MEMSYS
31448,PDP
31449,SOCA
31450,APSCC
31451,BlackSeaCom
31452,DASC/PiCom/DataCom/CyberSciTech
31453,ISPDC
31454,WoWMoM
31455,IJWGS
31456,J. Comput. Syst. Sci.
31457,IAS
31458,ASAP
31459,Conf. Computing Frontiers
31460,CloudCom-Asia
31461,CONIELECOMP
31462,ICA3PP (4)
31463,ICA3PP (3)
31464,ICA3PP (2)
31465,ISCC
31466,KSEM
31467,WISEC
31468,Inf. Process. Lett.
31469,FAST
31470,SIROCCO
31471,MIST@CCS
31472,OPODIS
31473,PLDI
31474,Transactional Memory
31475,NUT@COLING
31476,IEEE Trans. Affective Computing
31477,ICACCI
31478,ICCSA (1)
31479,SNAMS
31480,Parallel Processing Letters
31481,BUCC@ACL
31482,ICAPR
31483,IHCI
31484,ISNN (2)
31485,PReMI
31486,Computer Vision and Image Understanding
31487,EMBC
31488,ICCSA (3)
31489,ICVGIP Workshops
31490,NetMAHIB
31491,CODS
31492,BMC Medical Imaging
31493,IDA
31494,SemEval@ACL
31495,Panhellenic Conference on Informatics
31496,SSTD
31497,LIPIcs
31498,GamifIR@ECIR
31499,ADBIS
31500,ODLS
31501,ITOR
31502,The Information Retrieval Series
31503,SCST@ECIR
31504,I. J. Data Science and Analytics
31505,Human and Machine Learning
31506,BioData Mining
31507,SMSociety
31508,Foundations and Trends in Databases
31509,WorldCIST (3)
31510,K-CAP Workshops
31511,PROFILES@ISWC
31512,(KNOW@LOD/CoDeS)@ESWC
31513,ICTERI
31514,International Journal on Artificial Intelligence Tools
31515,ICBO
31516,CSI-SE@ICSE
31517,Koli Calling
31518,MIS4TEL
31519,Australasian Conference on Artificial Intelligence
31520,RuleML
31521,CICLing (1)
31522,PACLING
31523,PRICAI
31524,KEOD
31525,IJITM
31526,CCBR
31527,ICMLSC
31528,JIPS
31529,SIAM J. Matrix Analysis Applications
31530,ICSAI
31531,Adv. Comput. Math.
31532,Social Networks
31533,ANCS
31534,GlobalSIP
31535,Optical Switching and Networking
31536,SIAM Journal on Optimization
31537,CBD
31538,CCKS
31539,SMP
31540,Synthesis Lectures on the Semantic Web: Theory and Technology
31541,OM
31542,Knowledge Eng. Review
31543,Exploiting Linked Data and Knowledge Graphs in Large Organisations
31544,IEEE Intelligent Informatics Bulletin
31545,BCS HCI
31546,RR
31547,IJICT
31548,DL4KGS@ESWC
31549,GEM
31550,IOV
31551,International KEYSTONE Conference
31552,Government Information Quarterly
31553,BigDataService
31554,DG.O
31555,ePart
31556,ISTAS
31557,IWCMC
31558,TPLP
31559,Graph Data Management
31560,BICOD
31561,ACM Trans. Inf. Syst. Secur.
31562,STM
31563,BiDu-Posters@VLDB
31564,SBBD (Short Papers)
31565,GeoInfo
31566,Encyclopedia of GIS
31567,DaMoN
31568,MASCOTS
31569,QEST
31570,SPECTS
31571,SIGSIM-PADS
31572,VALUETOOLS
31573,NSPW
31574,TCPS
31575,TAAS
31576,e-Energy
31577,POMACS
31578,SEC
31579,ICCPS
31580,SIGMETRICS (Abstracts)
31581,e-Energy (Posters)
31582,IGSC
31583,Middleware
31584,SmartGridComm
31585,HPDC
31586,ICAC
31587,MMSys
31588,AIED (2)
31589,AIED
31590,Dublin Core Conference
31591,Research and Practice in Technology Enhanced Learning
31592,Visualization and Data Analysis
31593,IJISP
31594,SmartLearn@IUI
31595,ESIDA@IUI
31596,IntRS@RecSys
31597,I. J. Artificial Intelligence in Education
31598,UMAP (Extended Proceedings)
31599,AIED Workshops
31600,EDM (Workshops)
31601,Aslib J. Inf. Manag.
31602,JOLIS
31603,HCI (21)
31604,SAL@SIGIR
31605,Program
31606,ACM Trans. Comput.-Hum. Interact.
31607,Comput. Graph. Forum
31608,SIGDIAL Conference
31609,NOSSDAV
31610,HotWireless@MOBICOM
31611,CAN@CoNEXT
31612,LANMAN
31613,MoVid@MMSys
31614,HotMobile
31615,J. Ambient Intelligence and Humanized Computing
31616,IJWMIP
31617,Annual Reviews in Control
31618,Int. J. Computer Integrated Manufacturing
31619,I. J. Robotics and Automation
31620,Robotica
31621,Robotics
31622,ICMRE
31623,IScIDE
31624,Argument & Computation
31625,AIM
31626,CCCV (1)
31627,CDVE
31628,ICAIL
31629,Conference on Designing Interactive Systems (Companion Volume)
31630,Human-Computer Interaction
31631,ACM Trans. Economics and Comput.
31632,SmartCloud
31633,International Journal of Information Technology and Decision Making
31634,COLING (Tutorials)
31635,Canadian Conference on AI
31636,PIMRC
31637,J. Medical Systems
31638,ICARM
31639,PRCV (4)
31640,ISNN (1)
31641,NCTCS
31642,Int. J. Control
31643,J. Comput. Meth. in Science and Engineering
31644,J. Systems & Control Engineering
31645,CRC
31646,ISQED
31647,ICHL
31648,INTRUST
31649,UIST
31650,J. Economic Theory
31651,Theory of Computing
31652,COSN
31653,PEARC
31654,IPDPS Workshops
31655,Mobile Health - Sensors Analytic Methods and Applications
31656,HILDA@SIGMOD
31657,VAHC
31658,Synthesis Lectures on Data Mining and Knowledge Discovery
31659,ISGT Europe
31660,Networking
31661,ECSCW Exploratory Papers
31662,Behaviour & IT
31663,Designing Socially Embedded Technologies in the Real-World
31664,Wireless Communications and Mobile Computing
31665,BLINK/NLIWoD3@ISWC
31666,TSD
31667,IJISCRAM
31668,Inf. Syst. E-Business Management
31669,FRUCT
31670,Handbook of Model Checking
31671,CCPR (1)
31672,ICIRA (3)
31673,MobileCloud
31674,VTDC@HPDC
31675,TSP
31676,Int. J. Comput. Intell. Syst.
31677,IEEE Wireless Commun.
31678,Real-Time Systems
31679,ICDCIT
31680,DEEM@SIGMOD
31681,Data-Centric Systems and Applications
31682,SIGSPATIAL Special
31683,GeoPrivacy@SIGSPATIAL
31684,HotNets
31685,J. Big Data
31686,Medical Data Privacy Handbook
31687,SNAPL
31688,I. J. Circuit Theory and Applications
31689,TARK
31690,SIGecom Exchanges
31691,Linguamática
31692,IEEE Computer Graphics and Applications
31693,J. Open Source Software
31694,IPAW
31695,TaPP
31696,EuroRV³@EuroVis
31697,NLP+CSS@EMNLP
31698,NDA@SIGMOD
31699,ARSO
31700,ICMI
31701,ISBA
31702,Cognitive Processing
31703,SII
31704,IET Networks
31705,ChinaCom (2)
31706,IM
31707,ICIIP
31708,Computers & OR
31709,Machine Translation
31710,EVIA@NTCIR
31711,*SEM
31712,NAACL-HLT (3)
31713,ACSW
31714,CyberSec
31715,FAT
31716,GMDS
31717,BTW
31718,SocInf@IJCAI
31719,STOC
31720,CCCG
31721,EAI Endorsed Trans. Serious Games
31722,Electronic Notes in Discrete Mathematics
31723,ICISC
31724,IEEE Intell. Transport. Syst. Mag.
31725,WPMC
31726,IJPRAI
31727,ICCCS (3)
31728,PACMPL
31729,ESOP
31730,CPP
31731,POPL
31732,PLAS@CCS
31733,BioCAS
31734,SOUPS @ USENIX Security Symposium
31735,CitiLab@ICWSM
31736,WAY@SOUPS
31737,APF
31738,SOUPS
31739,Discrete Applied Mathematics
31740,SETTA
31741,APWeb/WAIM (2)
31742,Theor. Comput. Sci.
31743,Autom. Softw. Eng.
31744,J. Autom. Reasoning
31745,Programming Journal
31746,DLS
31747,FM
31748,ICER
31749,Onward!
31750,SEFM
31751,PLAS@ECOOP
31752,ICFP
31753,PEPM
31754,PLMW@POPL
31755,IFM
31756,Concurrency Security and Puzzles
31757,Programming Languages with Applications to Biology and Security
31758,DPM/QASA@ESORICS
31759,MICCAI (3)
31760,Computational Biology and Chemistry
31761,Adv. in MM
31762,Comp.-Aided Civil and Infrastruct. Engineering
31763,Computers & Chemical Engineering
31764,J. Systems Science & Complexity
31765,IWBI
31766,Nets4Cars/Nets4Trains/Nets4Aircraft
31767,NOMS
31768,Quality and Reliability Eng. Int.
31769,Technometrics
31770,HCI (6)
31771,ICMLC
31772,ICUFN
31773,MMSP
31774,MobiQuitous
31775,IEEE Communications Surveys and Tutorials
31776,UEMCON
31777,IJCIH
31778,J. Intelligent Manufacturing
31779,SLIP
31780,MedRACER+WOMoCoE@KR
31781,UIST (Adjunct Volume)
31782,RAMBO+BIA+TIA@MICCAI
31783,Medical Imaging: Image Processing
31784,Med. Biol. Engineering and Computing
31785,IC3K
31786,LIDTA@PKDD/ECML
31787,COMMA
31788,Swarm and Evolutionary Computation
31789,ASM@ACM Multimedia
31790,Polibits
31791,AAAI Workshop: AI for Cities
31792,Innovate-Data
31793,CeDEM
31794,SAFECOMP Workshops
31795,SIMPDA
31796,BPM (Forum)
31797,BPM (Demos)
31798,OBD
31799,Business Process Management Workshops
31800,BPM
31801,DIACRON@ESWC
31802,SIMPDA (Revised Selected Papers)
31803,WETICE
31804,ESWC (2)
31805,Front. ICT
31806,Creativity & Cognition
31807,FiCloud Workshops
31808,News@ICWSM
31809,HiPINEB@HPCA
31810,ICCHP (2)
31811,CHDDH
31812,CogALex@COLING
31813,DSAI
31814,*SEM@ACL
31815,I-KNOW
31816,IWCS
31817,EASE
31818,CAiSE
31819,SPLC
31820,Conceptual Modeling Perspectives
31821,DESRIST
31822,EICS
31823,SPLC (B)
31824,New Perspectives in End-User Development
31825,Enterprise IS
31826,ICSOFT-PT
31827,Computing
31828,Information & Software Technology
31829,CAiSE Forum
31830,ICSOC Workshops
31831,Service Oriented Computing and Applications
31832,Managing the Web of Things
31833,EDOC
31834,ICSE-SEIS
31835,C&T
31836,INTERACT (3)
31837,CTS
31838,PPT@PERSUASIVE
31839,PATCH@IUI
31840,Ad Hoc & Sensor Wireless Networks
31841,Automatica
31842,Communications in Statistics - Simulation and Computation
31843,IJIRA
31844,Int. J. Imaging Systems and Technology
31845,J. Robotics
31846,T. Edutainment
31847,Computers Environment and Urban Systems
31848,ICCS (3)
31849,ICCCS (6)
31850,SAM
31851,Spatial Cognition
31852,Computer Physics Communications
31853,IJIPT
31854,Industrial Robot
31855,Numerical Algorithms
31856,Natural Computing
31857,Spatial Cognition & Computation
31858,J. Vis. Lang. Comput.
31859,HAVE
31860,HCI (17)
31861,LSMS/ICSEE (3)
31862,LSMS/ICSEE (1)
31863,HotConNet@SIGCOMM
31864,SSCC
31865,ICSI (1)
31866,Computer-Aided Design
31867,Computational Statistics & Data Analysis
31868,IJSTM
31869,BIC-TA (2)
31870,CITS
31871,ISWCS
31872,LBS
31873,HotWireless@MobiCom
31874,WAIM (1)
31875,WASA
31876,J. Applied Mathematics
31877,IEEE Robot. Automat. Mag.
31878,BPOE
31879,ChinaSIP
31880,FG
31881,ICIG (3)
31882,NATW
31883,VTS
31884,OTM Conferences (1)
31885,Synthesis Lectures on Artificial Intelligence and Machine Learning
31886,Informatik Spektrum
31887,AMEC/TADA
31888,MobiHoc
31889,CC
31890,ISoLA (4)
31891,Programming
31892,APSEC
31893,ECOOP
31894,GPCE
31895,ICST
31896,APLAS
31897,ICOOOLPS@ECOOP
31898,Erlang Workshop
31899,Euro-Par
31900,IC2E Workshops
31901,ISoLA (2)
31902,OOPSLA
31903,RV
31904,Software Engineering
31905,Sci. Comput. Program.
31906,MODULARITY
31907,SPLASH (Companion Volume)
31908,Software Engineering & Management
31909,APMS (2)
31910,AAAI Workshop: Multiagent Interaction without Prior Coordination
31911,Probabilistic Graphical Models
31912,ICAPS
31913,ICAART (2)
31914,ICAART (Revised Selected Papers)
31915,BTW (Workshops)
31916,EuroVis (Short Papers)
31917,Grundlagen von Datenbanken
31918,S4BioDiv@ISWC
31919,EuroVis (Posters)
31920,CBI (2)
31921,BTW Workshops
31922,ERP Future
31923,ESOCC
31924,MODELSWARD (Revised Selected Papers)
31925,MODELSWARD
31926,IIMSS
31927,Computer and Information Science
31928,IJDMB
31929,GECON
31930,Australasian J. of Inf. Systems
31931,Information Systems Frontiers
31932,Petri Nets
31933,AusDM
31934,CCBD
31935,IIAI-AAI
31936,PAKDD Workshops
31937,FGCT
31938,Dagstuhl Manifestos
31939,Logical Methods in Computer Science
31940,Annals OR
31941,Math. Program. Comput.
31942,DARE@PKDD/ECML
31943,SIU
31944,EUSIPCO
31945,BESC
31946,ISPEC
31947,Journal of Computer-Aided Molecular Design
31948,Management Science
31949,Cognitive Computation
31950,APCCAS
31951,COCOA
31952,ISIC
31953,BWCCA
31954,ISKE
31955,Journal of Intelligent and Robotic Systems
31956,CCIR
31957,PCS
31958,EIDWT
31959,IJHPCA
31960,IJTHI
31961,Simulation Modelling Practice and Theory
31962,Internet Research
31963,Ad Hoc Networks
31964,IEEE Trans. VLSI Syst.
31965,IJISSS
31966,SBP-BRiMS
31967,CRIWG
31968,J. Complexity
31969,Mathematical Structures in Computer Science
31970,Automatic Control and Computer Sciences
31971,IJISCM
31972,IJWIN
31973,Photonic Network Communications
31974,Science and Engineering Ethics
31975,IEEE Trans. Intelligent Vehicles
31976,Transportation Science
31977,CSoNet
31978,RTAS
31979,DBTest@SIGMOD
31980,Comp. Applic. in Engineering Education
31981,I. J. Social Robotics
31982,J. High Speed Networks
31983,APNet
31984,ASCC
31985,COCOA (2)
31986,GSKI (1)
31987,ICAR
31988,ICUWB
31989,CCTA (1)
31990,CCTA (2)
31991,ITC
31992,RTSS
31993,TAMC
31994,VLSI-DAT
31995,Ecological Informatics
31996,IJWA
31997,Intelligent Service Robotics
31998,ILP (Short Papers)
31999,ISSCC
32000,NFV-SDN
32001,URAI
32002,WUWNet
32003,Comp. Math. Methods in Medicine
32004,Experimental Mathematics
32005,HCI (5)
32006,ICCCS
32007,ECCV (15)
32008,ECCV (5)
32009,Image Vision Comput.
32010,ECCV (2)
32011,ECCV (7)
32012,CEA@IJCAI
32013,ICOIN
32014,INDOCRYPT
32015,ICSDE
32016,Int. J. Pervasive Computing and Communications
32017,NBiS
32018,CHINZ
32019,J. Nonlinear Science
32020,MICRO
32021,Graphs and Combinatorics
32022,CSE/EUC/DCABES
32023,Microelectronics Reliability
32024,ADHOCNETS
32025,ECC
32026,ICCC Workshops
32027,ICSCIB
32028,ICSME
32029,SATE
32030,Discrete Mathematics
32031,HOST
32032,ISS
32033,WICON
32034,Genomics Proteomics & Bioinformatics
32035,EAI Endorsed Trans. Scalable Information Systems
32036,CCA
32037,ITA
32038,Ars Comb.
32039,QSHINE
32040,HCI (13)
32041,Biosystems
32042,Computer Aided Geometric Design
32043,CSE/EUC (2)
32044,J. Bioinformatics and Computational Biology
32045,APWeb (2)
32046,IEEE WISA
32047,APWeb Workshops
32048,IJES
32049,WAIM
32050,ICSE (SEET)
32051,IET Signal Processing
32052,RAIRO - Operations Research
32053,ICPCSEE (1)
32054,IPIN
32055,ACCV (1)
32056,ICYCSEE (1)
32057,SSP
32058,WiMob
32059,IEEE Trans. Aerospace and Electronic Systems
32060,EWDTS
32061,ICWL
32062,SNPD
32063,LSDS-IR@CIKM
32064,ICONIP (7)
32065,ECCV (11)
32066,HCI (12)
32067,Int. J. Applied Earth Observation and Geoinformation
32068,Computers & Graphics
32069,APPT
32070,BigCom
32071,ICAIT
32072,Medical Imaging: Computer-Aided Diagnosis
32073,MLMI@MICCAI
32074,MT-ITS
32075,EURASIP J. Emb. Sys.
32076,HCI (11)
32077,ICCD
32078,SKG
32079,J. Grid Comput.
32080,ECCV (3)
32081,KSEM (2)
32082,IEEE Trans. Automat. Contr.
32083,CSE/EUC (1)
32084,ASP-DAC
32085,J. Complex Networks
32086,OSS
32087,SMAP
32088,PCI
32089,AIAI
32090,INNS Conference on Big Data
32091,WASSA@NAACL-HLT
32092,CAV (2)
32093,MELT@SIGSPATIAL
32094,EM-GIS
32095,ECSCW
32096,JAISE
32097,SEMPER@ESWC
32098,MEPDaW/LDQ@ESWC
32099,WSF@SOUPS
32100,WPI@SOUPS
32101,ICST Trans. Ambient Systems
32102,DeRiVE@ESWC
32103,S4SC@ISWC
32104,IEEE Design & Test
32105,EuCNC
32106,ISESS
32107,SoftCOM
32108,Automatisierungstechnik
32109,Elektrotechnik und Informationstechnik
32110,ConTEL
32111,CBRecSys@RecSys
32112,ICSH
32113,PKAW
32114,IJESDF
32115,ICBO/BioCreative
32116,Asymptotic Analysis
32117,Inf. Services and Use
32118,PACBB
32119,;login:
32120,SecDev
32121,ICCSA (4)
32122,DS-RT
32123,IVCNZ
32124,Health Information Science
32125,Brain Informatics
32126,Journal of Mathematical Imaging and Vision
32127,IJSNM
32128,ROSS@HPDC
32129,Self-Aware Computing Systems
32130,CODES+ISSS
32131,AVSS
32132,Synthesis Lectures on Software Engineering
32133,Software and System Modeling
32134,CD-MAKE
32135,SEAA
32136,ICEIS (2)
32137,MODELS (Satellite Events)
32138,SLE
32139,FINREC
32140,MobiWIS
32141,Mobile!@SPLASH
32142,DDI@WebSci
32143,MobileDeLi
32144,J. Informetrics
32145,DBPL
32146,ISIE
32147,RoboSoft
32148,ICORR
32149,ICTAI
32150,AISC
32151,APWeb/WAIM Workshops
32152,ICFHR
32153,IJDAR
32154,J. Internet Serv. Inf. Secur.
32155,FNC/MobiSPC
32156,ICGEC (1)
32157,ICSE (SEIP)
32158,Internetware
32159,ACM SIGSOFT Software Engineering Notes
32160,ACM Trans. Softw. Eng. Methodol.
32161,MSR
32162,IIT
32163,CBI (1)
32164,WOOT @ USENIX Security Symposium
32165,IJCC
32166,IHTC
32167,ISORC
32168,CASCON
32169,CLOUDNET
32170,ISSPIT
32171,ACM Trans. Management Inf. Syst.
32172,OTM Conferences
32173,Lecture Notes in Business Information Processing
32174,EDOC Workshops
32175,ICNSC
32176,InterIoT/SaSeIoT
32177,IWSC@Middleware
32178,WABI
32179,VISIGRAPP (3: IVAPP)
32180,PacificVis
32181,SIGGRAPH Asia Symposium on Visualization
32182,VINCI
32183,ICFEM
32184,DCOSS
32185,PRDC
32186,ICC Workshops
32187,IET Image Processing
32188,J. UCS
32189,AMCIS
32190,BICS
32191,ICCSA (6)
32192,QRS Companion
32193,IJCINI
32194,Language and Linguistics Compass
32195,ICFEC
32196,VEE
32197,WISA
32198,ACM Great Lakes Symposium on VLSI
32199,ICCCS (2)
32200,Medical Imaging: Image Perception Observer Performance and Technology Assessment
32201,WODES
32202,Big Data over Networks
32203,MICCAI (1)
32204,PRIMA
32205,MMArt&ACM@ICMR
32206,LVA/ICA
32207,IWAENC
32208,CANDAR
32209,ICPE Companion
32210,QUDOS@ISSTA
32211,Optimization Letters
32212,MWSCAS
32213,Discrete Math. Alg. and Appl.
32214,CBMI
32215,IJMLO
32216,Int. J. Neural Syst.
32217,IC3D
32218,KSEM (1)
32219,PRCV (2)
32220,RealWSN@SenSys
32221,TASE
32222,Visual Information Processing and Communication
32223,Cryptography and Communications
32224,Educational Technology & Society
32225,IJMR
32226,IJNVO
32227,Microprocessors and Microsystems - Embedded Hardware Design
32228,CBS
32229,ICCABS
32230,ICCP
32231,ICETC
32232,IFIP TC12 ICIS
32233,CONFENIS
32234,PDCAT
32235,PSIVT Workshops
32236,MECOMM@SIGCOMM
32237,APJOR
32238,IET Circuits Devices & Systems
32239,IJTM
32240,Integration
32241,ATVA
32242,IDEAL
32243,INDIN
32244,WMNC
32245,I. J.  Computational Biology and Drug Design
32246,Library Hi Tech
32247,ASRU
32248,CFI
32249,DRCN
32250,ICDIP
32251,IEEM
32252,ISICA
32253,ISLPED
32254,ISPD
32255,Int. J. Intell. Syst.
32256,MediaEval
32257,Int. Arab J. Inf. Technol.
32258,Int J. Information Management
32259,J. of IT & Tourism
32260,J. of Management Information Systems
32261,ENTER
32262,WHICEB
32263,Online Information Review
32264,J. Information Systems
32265,PAISI
32266,Computing and Informatics
32267,NetSci-X
32268,ECBS-EERC
32269,ICSE (2)
32270,TrustCom/BigDataSE/ISPA (2)
32271,CISIS
32272,ISDDC
32273,Information Visualization
32274,Healthcare Data Analytics
32275,FPT
32276,Enterprise Modelling and Information Systems Architectures
32277,TOS
32278,PPoPP
32279,Advances in Engineering Software
32280,IJCSM
32281,J. Reliable Intelligent Environments
32282,J. Strategic Inf. Sys.
32283,ICCAE
32284,ICCCS (5)
32285,ICISO
32286,PRCV (3)
32287,PRCV (1)
32288,BIBE
32289,NaNA
32290,Cyberpsy. Behavior and Soc. Networking
32291,IJSS
32292,J. Org. Computing and E. Commerce
32293,IEEE Trans. Consumer Electronics
32294,CCIS
32295,VSS
32296,Int. J. General Systems
32297,IJSNet
32298,BMEI
32299,ISCA
32300,GetMobile
32301,APIA
32302,Informatics
32303,IEA/AIE (2)
32304,Math. Meth. of OR
32305,FDL
